Country,first_year_train,last_year_train,Sex,max_age,nn_layers,latent_dim,Forecast horizon,Log score,Date,Time
sweden,1939,1998,Male,100,1,3,9,1045.0791366300996,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,10,1038.3360807383046,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,4,1,782.6276169425563,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,2,762.2043799687297,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,3,764.4335919894036,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,4,785.7802317217125,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,5,792.8871972445677,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,6,805.7766560014338,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,7,819.4021619265129,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,8,847.0758089440387,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,9,859.4648335175582,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,4,10,843.2860622476052,12/03/2023,04:05:12
sweden,1939,1998,Male,100,1,5,1,768.5658482466853,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,2,747.825664370704,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,3,747.7622688355326,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,4,768.21779593583,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,5,776.55337066198,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,6,789.7343516190886,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,7,804.5006914404689,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,8,825.6109497026189,12/03/2023,22:02:20
sweden,1939,1998,Male,100,1,5,9,835.158023660454,12/03/2023,22:02:20
